monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,1,1,500 sq.ft.,Fully Furnished,"Parking, Minimart, Barbeque area, Multipurpose hall, Playground, Swimming Pool, Gymnasium, Squash Court, Jogging Track, Club house, Security, Tennis Court, Lift, Sauna","Air-Cond, Cooking Allowed","Jalan Kontraktor U1/14, Shah Alam, Selangor",Utropolis Glenmarie Shah alam<br>UOW university <br><br>Gym<br>Pool<br>surau<br>Playground<br>Security <br><br><br>special unit furnished with Interior design<br>Bed set <br>designer lights <br>Fan<br>aircond <br>sofa set<br>dining set<br>Fridge <br>Tv<br>1 parking <br><br><br>Rm1600<br><br>1 month advance rental <br>2 months deposit ( Refundable )<br>0.5 month utility deposit ( Refundable )<br><br>Owners are welcome to list,Selangor,Shah Alam,2025-02-23 14:06,2025-02-24,110242619,3.08233405,101.5601321
"RM 1,500 per month","House, For rent",2-storey Terraced House,4,3,1940 sq.ft.,Partially Furnished,"Parking, Security, Multipurpose hall, Minimart","Cooking Allowed, Washing Machine",,"✅ 4 bilik tidur, 3 bilik air, 1 stor<br>✅ Boleh park 2 buah kereta sebelah menyebelah<br>✅ Ada surau di hujung lorong rumah dan berhampiran kedai-kedai (walking distance)<br>✅ Fasiliti yang disediakan:<br>- Katil single <br>- Katil double-decker <br>- Almari baju<br>- Mesin basuh fully auto<br>- Peti ais<br>- Dapur gas + tong gas<br>- Langsir<br>✅ Sewa bulanan: RM1500<br>✅ Deposit: 2+1(bulan semasa)+RM500(utiliti)",Selangor,Puncak Alam,2025-02-23 14:05,2025-02-24,110242614,,
"RM 2,500 per month","House, For rent",3.5-storey Terraced House,5,3,2771 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",,"3.5 storey superlink nice area Gombak <br><br>Pls call Ms lee : 010-435 9992 <br><br>3.5 storey superlink <br>• Freehold<br>• Land area 24 x 65 (1,560 sqft)<br>• Built up 2,771 sqft<br>• Bedroom 4 + 1, bathroom 3<br>• Gated guarded area <br>Extra features:<br>• Private pool<br>• Private roof garden for scenic view<br>• Kitchen cabinet with hood<br>• 3Water heater<br>•4 air-cond <br>•can move in anytime <br>•Rm 2500<br><br>Pls call Ms lee : 010-435 9992",Selangor,Gombak,2025-02-23 14:05,2025-02-24,110242509,,
"RM 1,100 per month","Apartment / Condominium, For rent",Condominium,1,1,450 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Barbeque area, Sauna, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine","Lingkaran Cyber Point Timur, Cyberjaya, Selangor","[FOR RENT] Centrus Soho Studio Suite Cyberjaya<br><br>Size: 450 sq. ft.<br>Rooms: SOHO (1 Bedroom)<br>Bathrooms: 1<br>Rental (Per Month): RM1100 (Furnished)<br><br>* Washing Machine<br>* Hood & Hob<br>* Sofa<br>* Bed & Mattress<br>* Wardrobe <br>* Fridge<br>* Kitchen Cabinet<br>* Dining Table<br><br><br>FACILITIES:<br>* Access Card & 24 Hours Security<br>* Playground<br>* Tennis Court<br>* Swimming pool<br>* Gym<br><br>Amenities Nearby:<br>- D’Puzle Shopping Mall,<br>- CBD 2 / 3<br><br>Easy Access:<br>- LDP Expressway<br>- Kuala Lumpur-Putrajaya - Expressway<br>- SKVE<br><br>Requirement For Tenant :<br>- 2 Months Security Deposit<br>- 1 Month Advance Rental<br>- Half Month Utilities Deposit<br>- Tenancy Agreement Fees<br><br>For further inquiry and viewing appointment, please contact :<br>Shuk<br>012-3212528<br>Real Estate Negotiator<br>Chester Properties Sdn Bhd",Selangor,Cyberjaya,2025-02-23 14:05,2025-02-24,110242512,2.9201727057503244,101.65015194301499
"RM 1,199 per month","Apartment / Condominium, For rent",Service Residence,2,2,450 sq.ft.,Fully Furnished,"Multipurpose hall, Swimming Pool, Security, Parking, Gymnasium, Lift, Playground, Sauna, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Harmoni, Cyber 3, Cyberjaya, Selangor","Garden Plaza at CYBERJAYA for rent @ RM 1199<br><br>1 LIVING HALL with 2 SINGLE BEDROOM 2 BATHROOM !!!<br><br>Kindly CALL/WHATSAPP/SMS to schedule an appointment,<br><br>Real Estate Agent;<br>SHERRY CHAN<br>014 - 9602728<br><br>> Walking Distance LIM KOK WING UNIVERSITY<br><br>> Fully Furnished & Furniture:<br><br>- 2 Single Bed & Mattress<br>- Aircond <br>- Water Heater<br>- Built-in wardrobe<br>- Study Table & Chair<br>- Ceiling Fan<br>- Electrolux Refrigerator<br>- Electrolux washer dryer<br>- Built-in Microwave Oven<br><br>Kindly CALL/WHATSAPP/SMS to schedule an appointment,<br><br>Real Estate Agent;<br>SHERRY CHAN<br>014 - 9602728",Selangor,Cyberjaya,2025-02-23 13:58,2025-02-24,108834294,2.9443143,101.660917
RM 900 per month,"Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Parking, Security, Playground, Jogging Track","Cooking Allowed, Near KTM/LRT","Jalan Bandar Puchong Jaya, Bandar Puchong Jaya, Puchong, Selangor","Seri Anggerik 1 Apartment Puchong Jaya For Rent<br>whatsapp [http://www.wasap.my/+60178718805]<br>Rm900(Include Maintenance)<br>- Guarded<br>- Well keep<br>- Near Amenities<br>5 minute walk to pasar pagi<br>- Easy Access<br>5 minute drive to lrt station, ioi puchong, ioi boulevard<br>10minute drive to tesco<br>walking distance to rapid kl bus stop (t604 route)<br>Short drive to lebuhraya damansara puchong (LDP)<br>- Strategic Location<br>- Nice Environment<br>DETAILS<br>- 3 Floor<br>-3 Bedroom 2 Bathroom<br>-1 Parking<br>-Ceiling Fan And Lighting<br>-Kitchen Cabinet<br>-Cabinet<br>-Wardrobe<br>interested please whatsapp [http://www.wasap.my/+60178718805",Selangor,Puchong,2025-02-23 13:56,2025-02-24,110218076,3.0597972,101.623864
"RM 2,100 per month","House, For rent",Semi-Detached House,4,4,2240 sq.ft.,Partially Furnished,"Parking, Security, Playground, Minimart, Jogging Track",Cooking Allowed,,"2 Storey SEMI-D Ecohill 2 Near Eco Majestic<br><br>New unit just collect key from developer<br><br>- Partly furnished <br>✅ 【Rm2100】Led Light , Fan, Curtain Railing <br>✅ 【Rm2400】Aircond , Water heater & Kitchen Cabinet<br><br>~ Land Area : 42' x 70'<br>~ Build Up Area : 2,240 sqft<br>~ Bedroom: 4<br>~ Bathroom: 4<br>~ Freehold<br>~ Individual Title<br>~ Build in Alarm System<br><br>💖💖 Ready Move In !! Vacant Unit !!<br>Please Whatsapp to arrange viewing<br>𝗩𝗶𝗻𝗰𝗲𝗻𝘁 𝟬𝟭𝟲-𝟲𝟬𝟯 𝟰𝟭𝟲𝟴<br><br>Facilities:<br>~ Gated & Guarded<br>~ 24 Hour Security and CCTV<br>~ Jogging track<br>~ Park<br>~ Playground<br><br>AMENITIES:<br>Ecohill Walk Mall, Ecohill Taipan and Eco Majestic commercial area,<br>McDonald's, Family mart, Coffee shop, Schools, University, Supermarket, petrol station etc",Selangor,Semenyih,2025-02-23 13:50,2025-02-24,109270269,,
"RM 2,500 per month","House, For rent",3.5-storey Terraced House,5,3,2771 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed",,"Villa domus Batu caves gambak 3.5 storey superlink villa house <br><br><br><br>010-435 9992 <br><br>• Freehold<br>• Land area 24 x 65 (1,560 sqft)<br>• Built up 2,771 sqft<br>• Bedroom 4 + 1, bathroom 3<br>• Gated guarded area <br>Extra features:<br>• Private pool<br>• Private roof garden for scenic view<br>• Kitchen cabinet with hood<br>•3  Water heater<br>•4 air-cond <br>•Rm 2500<br>•can move in anytime <br><br><br>Pls call Ms lee : 010-435 9992",Selangor,Batu Caves,2025-02-23 13:50,2025-02-24,110242486,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1048 sq.ft.,Partially Furnished,"Security, Playground, Parking, Tennis Court, Sauna, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Minimart, Lift, Multipurpose hall","Air-Cond, Cooking Allowed","Jalan Saujana Putra, Bander, Bandar Saujana Putra, Jenjarom, Selangor","New unit with 2 air-conditioners, 2 water heaters, kitchen cabinet, door & windows grille, and 2 parking lots",Selangor,Jenjarom,2025-02-23 13:48,2025-02-24,110242472,,
RM 750 per month,"Apartment / Condominium, For rent",Apartment,3,2,720 sq.ft.,Partially Furnished,,Washing Machine,,walking distance to UPM and shop lot ,Selangor,Serdang,2025-02-23 13:41,2025-02-24,110242392,,
"RM 1,200 per month","House, For rent",Terraced House,3,2,2800 sq.ft.,Partially Furnished,"Parking, Minimart",Cooking Allowed,,"House for Rent at Setosa<br>- near pasar malam area<br>- Deposit RM2700 <br>- 2800SQFT, 3 ROOMS, 2 BATHROOM<br>- Parking available, walking distance to mini market<br>- can shift immediately <br><br>Pls contact<br>Ravi (019-6191183)<br>Anba (016-2919965)",Selangor,Klang,2025-02-23 13:41,2025-02-24,110242388,,
"RM 1,750 per month","Apartment / Condominium, For rent",Condominium,2,1,700 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Multipurpose hall, Barbeque area, Parking, Security, Gymnasium, Lift, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Internet","Persiaran Cove Sentral, Bandar Gamuda Cove, Banting, Selangor","Brand New unit for rent <br><br>Maya Bay Residence @ Gamuda Cove <br><br>Walking distance to Splashmania & Gamuda Cove<br><br>Unit Details :- <br><br>- 2 bedrooms + 1 bath<br>- 2 carparks<br>- Wifi included<br>- 3 air conditioners <br>- kitchen cabinet<br>- washing machine<br>- hob & hood<br>- 2 door fridge<br>- water heater<br>- sofa, coffee table, TV cabinet, dining set, 2 queen bed sets with wardrobe, curtains <br>- balcony<br>- smart lock<br>- high floor unit<br><br>Facilities:-<br><br>Camp site | Multipurpose hall | Playground | Reflexology Path | BBQ Area | Terrace Garden | Waterfall | Palm Island | kiddy pool | Gym | Hammock grove | Surau<br><br>For more information/ photos/ viewing sessions/ virtual viewing, please contact<br><br>Pavitran<br>011-3300 6360",Selangor,Banting,2025-02-23 13:41,2025-02-24,110242380,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,1,1,480 sq.ft.,Fully Furnished,"Parking, Minimart, Barbeque area, Multipurpose hall, Playground, Swimming Pool, Gymnasium, Squash Court, Jogging Track, Club house, Security, Tennis Court, Lift, Sauna",Air-Cond,"Jalan Kontraktor U1/14, Shah Alam, Selangor",Utropolis Glenmarie Shah alam<br>UOW university <br><br>Gym<br>Pool<br>surau<br>Playground<br>Security <br><br><br>special unit furnished with Interior design<br>Bed set <br>designer lights <br>Fan<br>aircond <br>sofa set<br>dining set<br>Fridge <br>Tv<br>1 parking <br><br><br>Rm1600<br><br>1 month advance rental <br>2 months deposit ( Refundable )<br>0.5 month utility deposit ( Refundable )<br><br>Owners are welcome to list,Selangor,Shah Alam,2025-02-23 13:41,2025-02-24,110242376,3.08233405,101.5601321
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1250 sq.ft.,Fully Furnished,"Parking, Security, Playground, Gymnasium, Lift, Swimming Pool, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet, Washing Machine","Jalan Mutiara 3, Mutiara Heights, Kajang, Selangor",Akoya Residence at Mutiara Heights <br>Fully Furnished unit For Rent <br><br>Call/WhatsApp 018-223 8899 Patrick Lu<br><br>Fully Furnished unit <br><br>Features :-<br>- 24 Hour Security<br>- Size - 1250sf<br>- 3 Bedroom 2 Bathroom<br>- 2 Cover Carpark,Selangor,Kajang,2025-02-23 13:40,2025-02-24,109382078,3.033878,101.8049712
"RM 1,000 per month","Apartment / Condominium, For rent",Service Residence,2,2,823 sq.ft.,Partially Furnished,"Parking, Gymnasium, Lift, Multipurpose hall, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Internet, Washing Machine","Jalan 1/10, Bandar Teknologi Kajang, Semenyih, Selangor",Hillpark Residence Condo <br><br>Corner unit <br>- 1 aircond <br>- 1 water heater <br>- 1 washing machine <br>- have 2 parking lots <br><br>Call / WhatsApp 018-223 8899 Patrick Lu for arrange viewing .,Selangor,Semenyih,2025-02-23 13:39,2025-02-24,109452132,2.970291,101.8285351
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1250 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Gymnasium, Lift, Parking, Playground, Swimming Pool, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet","Jalan Mutiara 3, Mutiara Height, Kajang, Selangor","Oasis 1 Residence <br><br>1) 2 Cover Car Parks <br>2) Complete with 4 Air Cond (Living room 2 Hp & Bedrooms 1 hp )<br>3) Complete with Build in Kitchen Cabinet including Hood & Hob.<br>water heater,grill<br><br><br>Call / whatsApp 018-223 8899 for viewing <br>Patrick Lu<br><br>5 tiered Security system is provided :- <br>- Gated,smart access card for all vehiles <br>- 24 hours guarded <br>- CCTV at single point into compound<br>- Smart card access to lobby area<br>- Private floor access lift system.<br><br>Oasis 1 boasts a complete range of facilities for a holistic and healthy lifestyle.",Selangor,Kajang,2025-02-23 13:39,2025-02-24,108624286,,
"RM 1,175 per month","Apartment / Condominium, For rent",Service Residence,1,1,300 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT","Jalan Setia Murni U13/51, Setia Alam, Selangor","Looking for a Cozy Muji-Style place to stay? <br><br>Fully Furnished - Edusentral Studio Setia Alam For Rent<br>-> Ready to Move In with induction cooker, pots, cutleries, plates, water filter.<br><br>Type of Property: Condominium<br>Built Up: 300 SQ.FT | Studio with 1 Bathroom<br>~BEDROOM attached BATHROOM (Hotel Style) 公寓 (酒店式)<br>~More Privacy<br>~300 sf 300方尺<br>~1 bathroom 1厕<br>~fully furnished 包含家俬<br> <br>𝗔𝗺𝗲𝗻𝗶𝘁𝗶𝗲𝘀:<br>≍ 24 Hour Security<br>≍ Gated & Guarded<br>≍ Next to Edusentral Shoplot<br>≍ Walking distance to 99 speedmart, KK mart, Restaurant, Zus Coffee, 7-eleven cafe, Mamak Express, Tuition Center etc<br>≍ Surrounding with residential area (Terrace house / Condo / Soho)<br>≍ Near to D Network, Eco Ardance, Sunsuria Forum, Setia Eco Park, Setia City Mall<br><br>Nearby Amentinties<br>≍ Near to Bandar Bukit Raja, Meru, Aman Perdana<br>≍ Easy Access to Federal, NKVE, Dash Highway<br>~Peninsular International School Australia 靠近国际学校<br>~Setia City Mall 靠近购物商场<br>~NIH Healthcare<br>~Tenby International School 靠近国际学校<br>~Pin Hwa Setia Alam 靠近滨华小学<br>~shop lots, restaurant, banks 靠近店铺，食馆，银行<br><br>𝗙𝗮𝗰𝗶𝗹𝗶𝘁𝗶𝗲𝘀:<br>≍ Swimming Pool<br>≍ GYM<br>≍ Playground<br>≍ BBQ Area<br>≍ Basketball Court<br>≍ Multipurpose Hall<br><br>For viewing, please WhatsApp:<br>*************************<br>019 Lee 7476755<br>******************************************<br>RENTAL PRICE : RM 1175 only 租金马币1175<br>*******************************************",Selangor,Setia Alam,2025-02-23 13:38,2025-02-24,109813592,3.1137264,101.4530429
"RM 4,900 per month","House, For rent",Semi-Detached House,6,6,3400 sq.ft.,Fully Furnished,,,,"Key Features:<br><br>Freehold property with low density<br>Walking distance to the picturesque Cyberjaya lake<br>5+1 bedrooms, 5+1 bathrooms<br>Well-maintained<br>South-facing<br>Non-bumi status<br><br>Contact:<br>Rose Tan for a viewing appointment<br> 012-308-7729",Selangor,Cyberjaya,2025-02-23 13:36,2025-02-24,110107838,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,975 sq.ft.,Fully Furnished,"Sauna, Security, Gymnasium, Parking, Swimming Pool, Barbeque area, Playground, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet","Jalan Raya 2, Taman Serdang Jaya, Seri Kembangan, Selangor","***univ 360 is the service apartment which nearest to UPM for rent.<br>-walking distance to MRT station!<br>-3 rooms 2 bath rooms.<br>-full reno and full furnished.<br>-FREE 300 Mbps Wifi.<br>-open view.<br>-2 private and covered car parks!<br>-walking distance to restaurant, ATM, convinience shop.<br>-3 minutes to UPM.<br>-5 minutes access to Seremban Highway, Besraya Highway, Kajang Silk Highway and SKVE.<br>-10 minutes to Puchong, Cyber Jaya, Balakong, Putra Jaya, Kajang.<br>-Facilities including 24 hours security, swimming pool, sky garden, gym centle, sauna, children playground, jagucci.<br><br>#welcome to contact Terry Chen(016-5626864) for house view.",Selangor,Seri Kembangan,2025-02-23 13:36,2025-02-24,110174685,3.01809905,101.70502382577979
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,4,3,1445 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Persiaran Lestari Putra, Bandar Putra Permai, Seri Kembangan, Selangor","Paragon 3 Partly Furnished Seri Kembangan For Rent <br><br>- 3+1 Bedrooms + 3 Bathrooms <br>- ⁠1,445 sqft<br>- ⁠Balcony<br>- ⁠Partly Furnished<br>- ⁠2 Car Park<br>- ⁠Private Lift<br>- Rental : RM 1,800<br><br>Paragon 3 Seri Kembangan<br><br>Nearby transportation: Taman Putra Permai (MRT), Equine Park (MRT), 16 Sierra (MRT), Bandar Puteri (LRT), Puchong Perdana (LRT)<br><br>For more info / viewing, Kindly Contact / Whatsapp:-<br>Ann Wai ,019-9559028<br>ONE MAKER Realty (REN34419)",Selangor,Seri Kembangan,2025-02-23 13:30,2025-02-24,110242125,,
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,818 sq.ft.,Partially Furnished,"Gymnasium, Lift, Parking, Security, Playground, Swimming Pool","Cooking Allowed, Near KTM/LRT, Air-Cond, Washing Machine","Jalan Sunsuria 1, Bandar Sunsuria, Sepang, Selangor","We are Sunsuria City Specialist.<br>We have many options to choose, fully furnished or partly furnished.<br><br>Brand New 3r2b For Rent<br><br>SUNSURIA CITY – The Olive<br>Concept : Township Smart , Liveable - Sustainable<br><br>- Location: Sunsuria City , Sepang<br>- Built Up 818 Sq.ft<br>- 3 Bedrooms<br>- 2 Bathrooms<br>- 1 Balcony<br>- Super Low Density<br>- FREE 2 Car Park<br>- Nearby ERL Salak Tinggi, Xiamen University, KLIA, KLIA2<br>- Easy access >> ELITE, MEX, North-South Expressway, <br>- Driving Distance >> KL (45 Min), KLIA (10 Min),<br><br>FACILITIES:<br>- 24-hour security with card access<br>- Swimming & wading pool<br>- Gymnasium<br>- Barbecue pit<br>- Outdoor exercise equipment<br>- Playground<br>- Basketball court<br>- Yoga deck<br>- Surau<br>- Business centre<br>- Meeting rooms<br><br>Suitable For Those Who Work / Study Around KLIA1 /KLIA2 /PUTRAJAYA / CYBERJAYA / SALAK TINGGI / NILAI<br>Xia Men University , ERL station walking distance !!<br><br>Call / Whatsapp 017-6566734 Ming Fung NOW, for more info and viewing appointment , thank you<br>REN 36768<br>CNH Realty Sdn Bhd",Selangor,Sepang,2025-02-23 13:29,2025-02-24,108913827,,
"RM 1,200 per month","Apartment / Condominium, For rent",Studio,1,1,450 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area","Air-Cond, Near KTM/LRT, Cooking Allowed","Persiaran Sunsuria, Kota Warisan, Sepang, Selangor","We are Sunsuria City Specialist.<br>We have many options to choose, fully furnished or partly furnished.<br><br>Studio For Rent<br><br>SUNSURIA CITY – Bell Suite<br>Concept : Township Smart , Liveable - Sustainable<br><br>- Location: Sunsuria City , Sepang<br>- Built Up 450 Sq.ft<br>- Super Low Density<br>- FREE 1 Car Park<br>- Nearby ERL Salak Tinggi, Xiamen University, KLIA, KLIA2<br>- Easy access >> ELITE, MEX, North-South Expressway, Putrajaya- Cyberjaya Expressway<br>- Driving Distance >> KL (45 Min), KLIA (10 Min), Putrajaya&Cyberjaya (20 Min)<br><br>FACILITIES:<br>- 24-hour security with card access<br>- Swimming & wading pool<br>- Gymnasium<br>- Barbecue pit<br>- Playground<br>- Surau<br>- Business centre<br>- Meeting rooms<br><br>Suitable For Those Who Work / Study Around KLIA1 /KLIA2 /PUTRAJAYA / CYBERJAYA / SALAK TINGGI / NILAI<br>Xia Men University , ERL station walking distance !!<br><br>Call / Whatsapp 017-6566734 Ming Fung NOW, for more info and viewing appointment , thank you<br>REN 36768<br>CNH Realty Sdn Bhd",Selangor,Sepang,2025-02-23 13:29,2025-02-24,110061540,2.8266790158347748,101.70807462513694
