monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 1,100 per month","Apartment / Condominium, For rent",Service Residence,3,2,1050 sq.ft.,Partially Furnished,"Security, Gymnasium, Parking, Lift, Playground, Swimming Pool, Multipurpose hall, Barbeque area, Jogging Track",Cooking Allowed,"Jalan Kiara, Bandar Sungai Long, Kajang, Selangor",Camelia Residence @ Bandar Sungai Long<br><br>1052 sqft<br>3Room 2Bathroom<br>2 Carpark<br>with Balcony<br>2x Water heater<br><br>For more information kindly call/whatapps/sms<br>Jazz Chong<br>012. 601 .6723,Selangor,Kajang,2025-02-25 12:26,2025-02-26,110264780,,
RM 900 per month,"Apartment / Condominium, For rent",Flat,3,2,650 sq.ft.,Not Furnished,"Parking, Playground, Minimart",,"Jalan Gamelan, Bandar Bukit Raja, Klang, Selangor","Pangsapuri Rebana, Bandar Bukit Raja, Klang<br><br>Butiran Rumah :<br>==============<br>Walkup Apartment<br>650 sqft<br>Tingkat 1<br>3 Bilik <br>2 Bilik Air<br>Kipas siling di setiap bilik<br>Basic unit<br><br>Kemudahan Berdekatan<br>===================<br>10 min to Pusat Perindustrian Bandar Bukit Raja Klang <br>10 min to Pusat Bandar Shah Alam<br>10 min to AEON Shah Alam, Giant and TESCO<br>10 min to Klang<br>10 min to I-City<br>3km to setia alam,international school,shopping mall,banks<br>20km to subang jaya<br><br>Akses Mudah :<br>=============<br>FEDERAL Highway North Klang Vally Expresway (NKVE) LKSA Highway<br>Shapadu Highway<br><br>Sewa :<br>======<br>RM 900/bulan (boleh nego)<br>Deposit:2 bulan+1 bulan sewa pertama+deposit utiliti rm300 (RM3000)<br><br>Berminat boleh wasap<br>Wasap.my/6[0179062468]/rebana",Selangor,Klang,2025-02-25 12:26,2025-02-26,110264771,3.083149701636462,101.42925490285707
"RM 2,800 per month","Apartment / Condominium, For rent",Service Residence,3,2,960 sq.ft.,Fully Furnished,"Swimming Pool, Lift, Minimart, Playground, Barbeque area, Security, Parking",,"Persiaran Sunsuria, Kota Warisan, Sepang, Selangor","Bell Suites 3R2B 2CP F/F Sunsuria Sepang<br><br><br>Size : 960 sq. ft.<br>Floor : level 9<br>Rooms : 3<br>Bathrooms : 2<br>Car Parks : 2<br>Furnishing : Fully Furnished<br>Rental (Per Month) : 2800<br><br><br>Requirement For Tenant :<br>- 2 Months Security Deposit<br>- 1 Month Advance Rental<br>- Half Month Utilities Deposit<br>- Tenancy Agreement Fees<br><br>Don't Miss Out!! Call Me Today to Book a Viewing!!<br>Dante Leong ( REN 37556 )<br>HP: 0162445851<br><br>Owners are welcome to list with me and my TEAM, will provide you with a professional and a satisfying service. Thank You.",Selangor,Sepang,2025-02-25 12:25,2025-02-26,110264634,2.8266790158347748,101.70807462513694
"RM 1,400 per month","Apartment / Condominium, For rent",Condominium,3,2,900 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Security, Playground, Parking, Minimart, Lift, Barbeque area, Squash Court, Sauna",,"Jalan Pipit, Bandar Puchong Jaya, Puchong, Selangor",Koi kinrara for rent<br>==================================================<br>Kindly call/sms/whatsapp at John 016-4802539<br>==================================================<br>* Asking rental Rm1400<br>* 900++ sq ft<br>* 3 rooms 2 bathroom<br>* Partly furnish <br>*1 water heater<br>* Lighting and fans<br>* 1 carpark<br>* Fridge<br><br><br>Appreciate to view with appointment!!!<br>Please call/whatsapp for more information & viewing arrangement <br><br>John (REN25733)<br>016-4802539<br><br>Samantha (REN29366)<br>011-10802539,Selangor,Puchong,2025-02-25 12:23,2025-02-26,110264730,3.062393130093222,101.62097185371316
"RM 2,200 per month","House, For rent",Terraced House,4,4,2051 sq.ft.,Not Furnished,"Parking, Security, Playground, Jogging Track, Tennis Court","Cooking Allowed, Internet",,"City of Elmina: Elmina Green 4 (Elmina West)<br><br>(20 x 70sf) Paln width (6100) x Long (15250)<br><br>2051sqft. (Facing South, Selatan, 南)<br><br>4 bedrooms<br><br>4 bathrooms<br><br>2 parking spaces<br><br>The unit comes with a water filter<br>Alarm System<br><br>Wifi Socket<br>Basic unit with fans, lights and water heater @ RM2200<br><br>Basic unit with Air Cond, Lights, Fans and water heater  @ RM2500<br><br>The renovated unit Kitchen Cabinet, Air Cond, Lights, Fans and water heater @ RM2800<br>Terrace intermediate, Double Story. (24 Hour Security)<br>Ready to move in anytime (New Unit)<br><br>The nearest Shopping mall and food (Elmina Lakeside Mall)<br><br>Any Interested parties can WhatsApp /Call for appointment viewing booking<br>Darren Gan 019*-577*9057✅<br>Darren Gan 019*-577*9057✅<br>Darren Gan 019*-577*9057✅<br>#80987",Selangor,Shah Alam,2025-02-25 12:22,2025-02-26,108750632,,
"RM 1,100 per month","Apartment / Condominium, For rent",Studio,1,1,465 sq.ft.,Partially Furnished,"Parking, Gymnasium, Security, Minimart, Swimming Pool, Playground, Lift, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Plumbum 7/102, Shah Alam, Selangor","* I-SOHO at I-City, Shah Alam available for rent<br>* size: 465sf, studio unit<br>* partially furnished with kitchen cabinet, air cond, water heater, fridge, washing machine and curtains<br>* full condo facilities <br>* walking distance to Central I-City mall, Mercu Maybank, Double Tree Hotel, Best Western Hotel, and I-city theme park <br>* 5 mins drive to UITM, UNISEL, Maz International School and Shah Alam Hospital, <br>* 10 mins drive to Klang town and Shah Alam City Centre<br>* asking rental: RM1.1k<br>* call Sam 012-304 8288 for further info and viewing appointment",Selangor,Shah Alam,2025-02-25 12:22,2025-02-26,110203024,3.0638646688646602,101.48367082446583
"RM 1,300 per month","Apartment / Condominium, For rent",Studio,1,1,465 sq.ft.,Fully Furnished,"Security, Gymnasium, Parking, Minimart, Lift, Playground, Swimming Pool, Sauna, Multipurpose hall, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Plumbum 7/102, Shah Alam, Selangor","* I-Soho at I-City, Shah Alam available for rent<br>* size: 465sf<br>* studio unit<br>* fully furnished unit <br>* full condo facilities <br>* Other amenities within the development include Central I-City, Mercu Maybank, Double Tree hotel and theme park <br>* 5 mins drive to UITM, UNISEL, Shah Alam Hospital and Maz International School <br>* 10 mins drive to Shah Alam City Centre and Klang town<br>* asking rental: RM1.3k<br>* contact Sam 012-304 8288 for a viewing appointment",Selangor,Shah Alam,2025-02-25 12:22,2025-02-26,109187633,3.0638646688646602,101.48367082446583
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,1,1,452 sq.ft.,Partially Furnished,"Playground, Gymnasium, Swimming Pool, Lift, Barbeque area, Multipurpose hall, Parking, Security, Jogging Track","Air-Cond, Cooking Allowed","Jalan Setia Dagang AL U13/AL, Setia Alam, Selangor","* Sunsuria Forum SOHO Suites available for rent<br>* brand new unit<br>* size: 452sf <br>* partially furnished with air cond, water heater, bed, curtains and other basic fittings <br>* full condo facilities with 24/7 security<br>* located in the prime area of Setia Alam and integrated development which consists of retail lots, office, lifestyle mall, office tower, Soho suites and residential tower<br>* walking distance to Idrissi International School <br>* less than 5 mins to Setia City Mall, Peninsula and Tenby International Schools <br>* asking rental: RM1k<br>* contact Sam 012-304 8288",Selangor,Setia Alam,2025-02-25 12:22,2025-02-26,107998125,,
RM 800 per month,"Apartment / Condominium, For rent",Apartment,1,1,470 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Tennis Court, Minimart, Playground, Gymnasium, Security, Barbeque area, Sauna, Lift","Air-Cond, Cooking Allowed","Jalan BS 10/2, Taman Bukit Serdang, Seri Kembangan, Selangor",Apartment for rent.<br>FullyFurnished.<br>1 bedroom.<br>1 bathroom.<br>1 car park.<br>470sq.ft.<br>Well maintained.<br>Ready to move in.<br><br>Kindly Call/ WhatsApp for Viewing Appointment. Thanks!,Selangor,Seri Kembangan,2025-02-25 12:22,2025-02-26,110264719,3.039065162501661,101.68910008508719
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,2,1,622 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Security, Playground, Lift, Squash Court, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Akuatik, Seksyen 13, Shah Alam, Selangor","Menara U, Seksyen 13 Shah Alam untuk disewakan‼️[Fully Furnish] [Near to MSU & Aeon]<br><br>2 Bilik 🛏<br>1 Bilik Air  🛁<br>1 Parking Lot 🚙<br>*Spacious Unit<br><br>Kelengkapan:<br>➡️ Katil & Tilam Queen x2<br>➡️ Mesin Basuh + Dryer<br>➡️ Aircond x2<br>➡️ Peti Sejuk<br>➡️ Water Heater<br>➡️ TV Cabinet & Racks<br>➡️ Meja Makan<br>➡️ Kitchen Cabinet<br>➡️ Kitchen Hood & Hob<br>➡️ Curtains<br><br>Kemudahan:<br>➡️ Ada lif 🛗<br>➡️ Sekuriti 24 jam👮<br>➡️ Swimming Pool 🏊‍♂️<br>➡️ Badminton Court 🏸<br>➡️ Squash Court 🎾<br>➡️ Surau 🕌<br>➡️ Gym 🏋‍♂️<br>➡️ Dobi 🧺<br><br>Berdekatan:<br>➡️ Kawasan Shoplot & Kedai Makan<br>➡️ Aeon Mall, Giant & Lotus<br>➡️ MSU & Politeknik Shah Alam <br>➡️ Stadium Shah Alam ⚽️<br>➡️ Stesen KTM Batu 3 🚉<br>➡️ Masjid MSU 🕌<br><br>Sewa Bulanan : RM1800<br>Deposit : 2 bulan refundable sekuriti deposit + 1 bulan advance sewa + 0.5 bulan refundable utilities deposit + tenancy agreement<br><br>Availability: Februari 2025<br>*Minimum kontrak 1 tahun<br><br>Sekiranya berminat, boleh hubungi saya untuk maklumat lanjut atau boleh klik link di bawah 👇🏻👇🏻👇🏻<br><br>www.wasap.my/60192375045/SewaMenaraU1800har<br>www.wasap.my/60192375045/SewaMenaraU1800har<br>www.wasap.my/60192375045/SewaMenaraU1800har<br><br>#RumahMurahShahAlam<br>#PangsapuriShahAlam<br>#Seksyen13ShahAlam<br>#RumahSewaMurah",Selangor,Shah Alam,2025-02-25 12:20,2025-02-26,109938717,3.078268230784844,101.54296069241275
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,4,2,1383 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT","No. 4, Jalan Jubli Perak 22/1, Seksyen 22, Shah Alam, Selangor","Indah Alam condo Seksyen 22 for Rent  <br><br>*BU1383sqft<br> *4R2B<br> *Partial furnished w built in up n bottom kitchen cabinet (dry/wet kitchen), cooker hood n hob, 5 aircons, all rooms w ceiling fans, 2 water heaters, 2 built in wardrobes in 2 rooms <br>*Spacious balcony <br> *2 covered carparks <br>*Rental RM1800<br><br>Facilities: <br>* Large Swimming Pool<br> * Badminton Court <br>* Children Playground<br> * Kindergarten<br> * Multi-purpose Hall<br> * 2 Car Parks (Covered) <br>* Surau<br> * 24-Hour Security  <br><br>Amenities:<br> * Subang Hi-Tech Industrial Park<br> * 5 minutes drive to KTM Batu Tiga<br> * MSU, Politeknik, Glenmarie, PTPL College, Tesco Extra, Giant<br> * Shah Alam City Center, Subang Jaya Town, Sunway  <br><br>Accessibilites:<br> * Federal Highway <br>* NKVE <br>* Guthrie<br> * LDP <br>* Elite<br> * KESAS  <br><br>Kindly call/watsapp/sms Christie Chan (REN 10501) At 012-3266133 for further enquiries n viewing appt. THANK YOU",Selangor,Shah Alam,2025-02-25 12:17,2025-02-26,109253942,3.0698668418217916,101.55566262993652
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,2,2,749 sq.ft.,Partially Furnished,,,"Taman Mas Sepang, Puchong, Selangor",-KOI SUITES CONDO FOR RENT TAMAN MAS PUCHONG<br>-749SF<br>-2+1 BEDROOMS 2 BATHROOMS<br>-PARTLY FURNISHED UNIT<br>-KITCHEN CABINET<br>-AIRCOND<br>-WATER HEATER<br>-2 CAR PARK<br>-ASKING RM1200<br>-DERRICK YEONG<br>-019-3533610<br><br>Facilities:<br>* Swimming Pool<br>* Wading Pool<br>* BBQ Area<br>* Gazebo<br>* Gym<br>* Cafeteria<br>* Laundry<br>* Squash court<br>* Sauna room<br>* Multi-purpose Hall<br>* Childrens Playground<br>* Mini-market<br>*Badminton<br>*Library(Study Court),Selangor,Puchong,2025-02-25 12:15,2025-02-26,110025877,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1072 sq.ft.,Partially Furnished,"Squash Court, Lift, Barbeque area, Playground, Swimming Pool, Gymnasium, Parking, Security, Minimart, Sauna","Air-Cond, Cooking Allowed","Jalan Pipit, Bandar Puchong Jaya, Puchong, Selangor",Condominium Koi Kinrara Puchong selangor near Pro One Badminton Court pm us<br><br>Rental Prices 租金价格: RM 2000<br>3 bedrooms - 3 间卧室<br>2 bathrooms - 2 间浴室<br>2 car park - 2停车位<br>1072 sf - 1072 方尺<br>Partly Furnished<br><br>Built in Cabinet for Dry Kitchen<br>Built in Cabinet For Wet Kitchen<br>Built in Wardrobe for Master room<br>Built in Shoe Cabinet<br>Built in TV Cabinet<br>Water Heater x 2<br>Ceiling Fan x 5 <br>Aircond x 2 <br>Branded Kitchen Hood <br>Branded Kitchen Hob<br>Sharp Fridge - 2 Door<br>Dining Table<br><br>Deposits :<br>2 Month's Security Deposits<br>Utility Deposits<br>Tenancy Agreement<br><br>Dylan<br>Senior Real Estate Negotiator [REN 71151]<br># Owner welcome to list your property to us.<br>[if you got any property want to sell or rent welcome to list to us]<br>whatsapp/0162688762<br><br>Dylan <br>高级房地产谈判代表[REN 71151]<br>＃业主欢迎联系我们了解您的物业。<br>[如果您有任何物业要出售或出租，欢迎联系我们]<br>whatsapp/0162688762,Selangor,Puchong,2025-02-25 12:15,2025-02-26,110264485,3.062393130093222,101.62097185371316
"RM 1,300 per month","Apartment / Condominium, For rent",Service Residence,2,2,800 sq.ft.,Partially Furnished,"Multipurpose hall, Parking, Security, Playground, Gymnasium, Swimming Pool, Lift, Jogging Track","Cooking Allowed, Near KTM/LRT","Jalan Bukit, Taman Bukit, Kajang, Selangor","Available and Ready to Move- New Residence<br><br>Residensi NEXUS (800sf, 2R2B, 1CP) Near MRT & KTM Kajang<br>* Next to MRT kajang & KTM kajang<br>* Near to New Era University College<br><br>*** Ready Move In Condition ***<br><br>================<br>For Rent: RM1300 <br>================<br><br>Details:<br>-----------<br>* Built Up Area: 800 sq.ft.<br>* 2 Bedrooms, 2 Bathrooms<br>* 1 Covered Parking Lot<br>* High floor unit<br>* Ceiling Fans & Lightings<br><br>Facilities:<br>-------------<br>* 24 hours security<br>* Indoor Swimming pool<br>* Wading pool<br>* Toilet & Changing room<br>* Gymnasium room<br>* Meeting room / Discussion room<br>* Multi-purpose hall / Badminton court<br>* Basketball court / Futsal court<br>* Surau<br>* Reflexology walking path<br>* Outdoor Gymnasium<br>* Children's Playground<br>* Children Play room<br>* BBQ Area<br>* Gazebo<br><br>Amenities:<br>---------------<br>* New Era University College<br>* Plaza Metro Kajang & Metro Point Complex<br>* MRT/KTM Kajang<br>* SK & SMK Jln Bukit, SK & SMK Convent, SK & SMK Yu Hua<br>* McDonald, KFC, Pizza Hut, Texas<br>* CIMB, Maybank, Hong Leong Bank, Public Bank, HSBC Bank,<br>OCBC Bank, Bank Islam<br>* Shell, Petron & Petronas Petrol Station<br>* 99 Speedmart, CS Grocer, Billion, Mydin<br>* Kajang Hospital, KPJ Hospital, Police Station & etc<br><br>Accessibilities:<br>---------------------<br>* Damansara - Puchong Highway (LDP)<br>* Cheras - Kajang Highway<br>* Bukit Jalil Highway<br>* Kajang - Seremban Highway (LEKAS)<br>* Kajang Dispersal Link Expressway (SILK)<br><br>Deposit : 2+1 + 0.5 utility + TA<br><br>== Rina | REN 59229 ==<br>For more information/viewing appointment @0134608826 <br>Thank you.<br><br>OWNERS ARE VERY WELCOME TO LIST.<br>*Property owners are welcome to list your property for sale with us.<br><br>*We provide you the best bankers, valuers and lawyers to facilitate the purchase/sale/lease/rent<br><br>For more details, login my Facebook<br>https://www.facebook.com/Eana.sam",Selangor,Kajang,2025-02-25 12:14,2025-02-26,110164892,2.9841139,101.79186137269822
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,3,3,1045 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Multipurpose hall, Minimart, Jogging Track, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT",,"New Partially Furnished Pangsapuri Seri Topaz for Rent<br><br>Asking Rental: RM 1500 Per Month<br><br>Details:<br>3 Bedroom and 3 Bathroom<br>Fan and Light<br>2 Car Park <br>Balcony<br>Kitchen Cabinet <br>Water heater<br>Fridges<br>3 Air Con at each room<br><br>Please: Call/SMS/WhatsApp/Email for more information:<br>Sooka Properties<br>D-05-03, 2nd Floor, Blok D, Plaza Glomac, <br>Jalan SS 7/19, Kelana Jaya, 47301 Petaling Jaya,<br>Selangor Darul Ehsan. <br><br>Edwin Ng (REN 52528)<br>Contact = 017-3747668<br>WhatsApp = http://edwinngty713.wasap.my<br>Email = Edwinngty713@gmail.com<br><br>Deposit:<br>2 Month Deposit+ 1 Month Advance Rental + Half month Utility with Tenancy Agreement",Selangor,Puchong,2025-02-25 12:14,2025-02-26,109749835,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,500 sq.ft.,Partially Furnished,"Gymnasium, Sauna, Parking, Security, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT","Off Jalan Subang Mas, Taman Subang Mas, Subang Jaya, Selangor","Menara Suria @ Batu Tiga, Subang Jaya untuk disewakan‼️[Partially Furnish] [Easy Access To Federal Highway]<br><br>1 Bilik 🛏  [Bukan studio!]<br>1 Bilik Air 🚿<br>1 Lot Parking 🚙<br><br>Kelengkapan:<br>➡️ 2 Airconds<br>➡️ Katil tanpa tilam<br>➡️ Almari baju<br>➡️ Peti Sejuk<br>➡️ Almari dapur<br>➡️ Induction cooker<br>➡️ Sofa<br>➡️ Tv Cabinet<br>➡️ Meja Kopi<br>➡️ Water Heater<br>➡️ Dan lain-lain...<br>** Mesin basuh boleh tambah atas permintatan and syarat-syarat<br><br>Kemudahan:<br>➡️ 24 Jam Security 👮<br>➡️ Covered Parking 🚙<br>➡️ Swimming Pool 🏊‍♂️<br>➡️ Gym<br>➡️ BBQ Area<br><br>Lokasi Berdekatan:<br>➡️ MSU<br>➡️ Aeon Mall<br>➡️ Giant<br>➡️ Tesco<br>➡️ KTM Batu 3<br>➡️ Federal Highway , ELITE, Kesas, NKVE<br><br>Sewa Bulanan : RM1200<br>Deposit : 1 bulan advance sewa + 2 bulan refundable rental deposit + 0.5 bulan refundable utilities deposit + agreement<br><br>Availability: Kemasukkan segera!!<br><br>Pls contact Mint Tan 026676565<br><br>Mint Tan<br>PEA 2128<br>E Trend Realty",Selangor,Subang Jaya,2025-02-25 12:14,2025-02-26,109812243,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,3,2,850 sq.ft.,Fully Furnished,"Barbeque area, Parking, Lift, Swimming Pool, Gymnasium, Multipurpose hall, Playground, Jogging Track, Security","Air-Cond, Cooking Allowed, Washing Machine","Jalan PJS 1/52, Petaling Jaya, Selangor","Fully Furnish BotaniQA Residence for Rent PJS 1<br><br>Asking Rental: RM 1800 per month<br><br>Details:<br>3 Bedroom and 2 Bathroom<br>2 Car Park side by side<br>Master Room with Fully Furnished<br>Hob and Hook<br>Kitchen Cabinet<br>Island With Chair<br>Tv<br>Sofa<br>Fridges<br>Bumi Unit<br><br>Please: Call/SMS/WhatsApp/Email for more information:<br>Sooka Properties<br>D-05-03, 2nd Floor, Blok D, Plaza Glomac, <br>Jalan SS 7/19, Kelana Jaya, 47301 Petaling Jaya,<br>Selangor Darul Ehsan. <br><br>Edwin Ng (REN 52528)<br>Contact = 017-3747668<br>WhatsApp = http://edwinngty713.wasap.my<br>Email = Edwinngty713@gmail.com<br><br>Deposit:<br>2 Month Deposit+ 1 Month Advance Rental + Half month Utility with Tenancy Agreement",Selangor,Petaling Jaya,2025-02-25 12:11,2025-02-26,110085823,3.07852464010764,101.65468284990337
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Jogging Track, Squash Court, Playground, Swimming Pool, Security, Tennis Court, Parking",,"Persiaran Setia Makmur, Seksyen U13, Setia Alam, Selangor","De Bayu Setia Alam Partially Furnished with kitchen cabinet good unit <br>Rental 1200<br><br>3room 2 bathroom <br>Ready move in<br><br><br>Partial furnish, got kitchen top, water heater, stove and gas cylinder aircond wiring,<br>Fan for all room, light for all room",Selangor,Setia Alam,2025-02-25 12:11,2025-02-26,109971261,3.1343061517810127,101.47590465794737
"RM 2,000 per month","Apartment / Condominium, For rent",Service Residence,2,1,640 sq.ft.,Fully Furnished,"Security, Lift, Multipurpose hall, Playground, Jogging Track, Parking, Swimming Pool, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine, Internet","Persiaran Gamuda Gardens 1, Bandar Gamuda Gardens, Rawang, Selangor",GAIA Residences Gamuda Garden For Rent [Real Photo!!]<br>Free Maxis Internet!!<br>** Nearby famous FunPark Gamuda Luge Gardens!!<br><br>DETAILS:<br>- 640sqft<br>- 2 Bedroom 1 Bathroom<br>- 2 Cars Park<br>- Fully furnished ( Washing Machine Fridge Aircon & etc )<br>- Asking RM2000 ( negotiable for serious Tenant )<br><br>FACILITIES<br>• Swimming pool (resort style)<br>• Gym<br>• Basketball / Badminton Court<br>• Playground<br><br>ACCESS:<br>- From Rawang Selatan Interchange (Northbound) (Exit 115) - 5 minutes<br>- From Sungai Buloh Mall - 20 minutes<br>- From Subang/Kota Damansara/Damansara - 30 minutes<br><br>Rental Deposit :<br>✅ 2 month deposit<br>✅ 1 month advance<br>✅ 1/2 month utility<br>✅ Tenancy agreement<br><br>Call/whatsapp Mint Tan for viewing arrangement and more info <br>0126676565<br><br>Mint Tan<br>PEA 2128<br>E Trend Realty,Selangor,Rawang,2025-02-25 12:10,2025-02-26,110264613,,
