monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 3,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1500 sq.ft.,Fully Furnished,"Gymnasium, Tennis Court, Multipurpose hall, Lift, Playground, Security, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Washing Machine","Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",🔥Hot Stock !! Hot Area !! Hot Price 🔥<br><br>First come first serve (all unit) ‼️<br>Cozy & Clean unit (Good Condition) ‼️<br>Low Booking Fee for Reserved unit ‼️<br>Include Maintenance Fee ‼️<br><br>For more details or picture or any information<br>Kindly Call Or Whatsapp👇🏻<br><br>☎️+60102276761 Oscar Wong<br>http://wasap.my/60102276761<br><br>We are specialized for this area welcome owner listing,Johor,Johor Bahru,2025-04-15 19:25,2025-04-16,110850978,1.4700007450908685,103.7247952202663
RM 900 per month,"House, For rent",1-storey Terraced House,3,2,1300 sq.ft.,Not Furnished,Parking,Cooking Allowed,,"WTL (Sewa)<br><br>Bandar Jasin Bestari, Jasin, Melaka.<br><br>*Jenis Rumah:* Single Storey (3 bilik / 2 bilik air)<br><br>*Keterangan*: Siap dengan table top, grill pintu dan tingkap, kipas syiling di ruang tamu, bilik tidur utama dan bilik tidur belakang.  Aircond wiring point telah ada di bilik tidur utama.<br><br>*Lokasi rumah*<br>1. Berhampiran Mydin Jasin<br>2. Belakang Kari Kambing Cikgu Anuar<br><br>Sewa: RM900<br><br>Deposit 2+1+half+agreement<br><br>For enquiries and viewing appointment, kindly contact:<br>Norish Man<br>REN58495<br>0192144060<br>IQI Realty Sdn Bhd<br>The One IQI<br>www.wasap.my/60192144060/norishproperty<br><br>*OWNER WELCOME TO LIST*<br>WANT TO SELL OR RENT YOUR PROPERTIES!!!!<br><br>#RumahMurahMelaka #rumahmurah #rumahmelaka #RumahSewa #rumahsewamurah #rumahbertam #rumahalorgajah #agenhartanahberdaftar #agenhartanah<br>#theoneiqi<br>#iqirealty",Melaka,Jasin,2025-04-15 19:21,2025-04-16,109990221,,
"RM 1,550 per month","House, For rent",2-storey Terraced House,4,3,2200 sq.ft.,Partially Furnished,"Parking, Security, Playground","Cooking Allowed, Air-Cond",,"available end april or 1 may onwards<br><br>with security<br><br>with 5 airconds<br>grills<br>fans<br>lights<br><br>AMENITIES :<br>• SK and SMK Bandar Saujana Putra<br>• Surau Al Hidayah<br>• MAHSA University<br>• Taska and Kindergarten<br>• Balai Polis Bandar Saujana Putra<br>• Shops, Restaurants, Mini Markets, Petrol Stations<br>• KFC And Burger King<br><br>ACCESSIBILITY :<br>• SKVE Highway<br>• Elite Highway<br>• 40mins to Kuala Lumpur City Centre<br>• 30mins to KLIA<br>• 30mins to Shah Alam<br>• 15mins to Rimbayu<br><br>mr wong 0192184680",Selangor,Bandar Saujana Putra,2025-04-15 19:25,2025-04-16,110850990,,
"RM 3,200 per month","House, For rent",2-storey Terraced House,4,4,2800 sq.ft.,Fully Furnished,,,,"Taman Bukit Hijau Double Storey Terrace FOR RENT:<br><br>- Nearby Menggatal, Inanam, Tuaran Bypass area<br>- 2 Storey Inter-corner lot<br>- 4 Bedrooms 4 Bathrooms<br>- 2,800sqft<br>- Fully furnished<br>- Well maintained unit<br><br><br>= RENTAL RM3,200 = (Slightly negotiable for serious tenant)<br>** Available on 1/5/2025 **<br><br><br>Please call or whatsapp for more info,<br>016-8195996 / https://wa.me/60168195996<br>LEROS LAU (REN 31279)<br>Propnex Realty Sdn. Bhd.",Sabah,Kota Kinabalu,2025-04-15 19:26,2025-04-16,110779472,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1100 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Parking, Security, Jogging Track, Lift, Multipurpose hall",Air-Cond,"Jalan Eco Meadows Off Jalan Paboi, Simpang Ampat, Penang","Fully Furnished Eco Bloom @ Eco Meadows For Rent @ Simpang Ampat<br><br>Fully Furnished<br>1100 sqft<br>3 Rooms<br>2 Bathrooms<br>High Floor, Unblocked Partial Sea View (Penang 1st & 2nd Bridge)<br>3 Parking Side-by-Side <br><br>Furnishings Include:<br>*4 Air-Conditioners, 2 Water Heaters<br>*Washing Machine & Dryer<br>*Water Dispenser, 50” Smart TV<br>*Complete Kitchen Setup (Microwave, Kettle, Electric Stove & More)<br><br>Facilities:<br>24-hour Security<br>Swimming Pool<br>Gym Room<br>Garden & Playground Area<br><br>Nearby amenities:<br>Close to Batu Kawan Industrial Park (BKIP)<br>Starbucks, McDonald’s, Family Mart, KFC<br><br>Rental Asking: RM 2000/month (2-Year Contract)<br><br>To know more details or appointment for viewing, kindly WhatsApp or contact 0124801502 Darren (REN 74617)<br><br>Owners feel free to share listing for us😊😊",Penang,Simpang Ampat,2025-04-15 19:24,2025-04-16,110851120,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,1,1,700 sq.ft.,Fully Furnished,"Security, Jogging Track, Lift, Gymnasium, Tennis Court, Multipurpose hall, Sauna, Parking, Playground, Swimming Pool, Barbeque area",,"Jalan Uda Utama 3/14, Bandar Uda Utama, Johor Bahru, Johor","Remarks:<br>1) Prefer working in sg , <br>not indian please<br>2) deposit 2 1 0.5<br>3)vacant now<br><br>For Rent:  RM 1900<br><br>Raffles Suite<br>Address: Level 7<br>Type: Apartment ( Corner )<br>Bedroom : 1<br>Bathroom : 1<br>Size: 700 sqft<br>Furnishing: Fully<br>Carpark : 1<br><br>Please contact me for Viewing <br>Esther Ooi <br>01170118857<br>www.wasap.my+601170118857",Johor,Johor Bahru,2025-04-15 19:25,2025-04-16,110850973,1.4994339506071088,103.67004534766313
"RM 4,000 per month","Apartment / Condominium, For rent",Condominium,3,3,1409 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Jogging Track, Barbeque area, Swimming Pool, Club house, Playground, Sauna, Lift",Air-Cond,"Cangkat Minden Jalan 1, Minden Heights, Gelugor, Penang","Project Name : Middleton @ Gelugor<br>Category : Condominium<br><br>Build up          : 1,409sqft<br>Bedroom        : 3<br>Bathroom       : 3<br>Carpark          : 2 (side by side)<br>Condition       : Fully Furnished and Renovated<br>Tenure            : Freehold<br><br>Rent : RM 4000 <br><br>YOUR ONE STOP PROPERTY SERVICE - ACCESS TO MOST OF THE MARKET PROPERTY<br>一站式服务让你无忧虑 - 拥有市场上大多数的房地产让你选择<br><br>No fishing & Real advertisement / 只打真实单位和广告<br>Viewing anytime with few hours appointment earlier / 可以提早安排看屋<br>Different units available on hand/ 多种单位选<br><br>For more info, kindly contact Jun 0104684963<br>预知更多详情，请联络 Jun 陈樑骏 0104684963<br>OR<br><br>https://wa.me/60104684963",Penang,Gelugor,2025-04-15 19:21,2025-04-16,110558230,5.365899546665301,100.30826554904796
"RM 1,500 per month","Apartment / Condominium, For rent",Apartment,3,2,1043 sq.ft.,Partially Furnished,"Parking, Security",,"Off Jalan Dimpoukon, Taman Penampang, Kota Kinabalu, Sabah","Taman Penampang Apartment Phase 2S FOR RENT:<br><br>- Bundusan, Penampang area<br>- 2nd Floor<br>- 3 Bedrooms 2 Bathrooms<br>- 1,043sqft<br>- Partially Furnished (Aircond, water heater, kitchen cabinet)<br>- Low density & quiet<br><br><br>= RENTAL RM1,500 = (Available on 1/5/2025)<br><br><br>Please call or whatsapp for more info,<br>016-8195996 / https://wa.me/60168195996<br>LEROS LAU (REN 31279)<br>Propnex Realty Sdn. Bhd.",Sabah,Kota Kinabalu,2025-04-15 19:26,2025-04-16,110779548,,
"RM 1,800 per month","Apartment / Condominium, For rent",Condominium,1,1,640 sq.ft.,Fully Furnished,"Barbeque area, Sauna, Playground, Swimming Pool, Security, Gymnasium, Squash Court, Parking, Tennis Court, Jogging Track, Multipurpose hall",,"Off Persiaran Bumi Hijau, Taman Molek, Johor Bahru, Johor",🔥FOR RENT🔥<br><br>Molek Regency<br>- 640 sqft<br>- studio<br>- Fully Furnished (except TV)<br>- Middle Floor<br>- Pool View<br><br>- Rental RM1800<br>- ⁠Available now,Johor,Johor Bahru,2025-04-15 19:25,2025-04-16,110851123,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,960 sq.ft.,Fully Furnished,"Playground, Lift, Sauna, Parking, Security, Minimart, Swimming Pool, Gymnasium",,"Jalan Mutiara Emas 8, Taman Austin Heights, Johor Bahru, Johor","Austin 难得一见的好货来了 ‼️ Midori Green 3 房全家私 开放找租客囖 ✅😊<br><br>For Rent <br><br>Midori Green Condo Austin Height / Near to Taman Daya , Setia Indah , Austin Crest <br><br>- 3 Bedrooms <br>- ⁠2 Bathrooms <br>- ⁠980 Sqft <br>- ⁠Fully Furnished <br>- ⁠1 Carpark <br>- ⁠Deposit 2+1+0.5 <br>- ⁠No Indian <br>- Unit ready view<br><br>Rental : Rm2200<br><br><br>Pls contact / WhatsApp 请联系<br>Lucas Lee <br>📲012-7399284<br>📲www.wasap.my/60127399284",Johor,Johor Bahru,2025-04-15 19:25,2025-04-16,110850970,1.5499222,103.7672589
"RM 2,600 per month","Apartment / Condominium, For rent",Service Residence,2,2,885 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Playground, Jogging Track, Security, Gymnasium, Lift, Sauna, Parking",,"Persiaran Batu Nilam 16, Bandar Bukit Tinggi 2, Klang, Selangor","Impiria condo for RENT<br><br>Details:<br>- Location: Bukit Tinggi, Klang<br>- Rooms: 2 rooms and 2 bathrooms <br>- Furnishings: Fully furnished<br>- Rental: RM 2.6K<br>- Availability: Move in anytime<br><br>Please call Emily http://www.wasap.my/60103388918 for More Information and Viewing",Selangor,Klang,2025-04-15 19:27,2025-04-16,110851142,2.99711025,101.44224750000001
"RM 2,500 per month","House, For rent",Townhouse,4,3,1733 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Jogging Track","Air-Cond, Cooking Allowed",,"FOR RENT & FOR SALE 📣📣📣<br>TOWNHOUSE TRIPLE STOREY<br>UPPER FLOOR PRIMA COURT TAMAN MELAWATI, KEMENSAH, AMPANG SELANGOR<br>============================<br>RENTAL PRICE RM 2,500<br>ASKING PRICE : RM 650,000<br>Contact : Sam Jamal | 018-2892380<br>www.wasap.my/60182892380/PrimacourtRM2.5K<br>www.wasap.my/60182892380/PrimacourtRM650K<br>===========================<br>GATED GUARDED/ 24 HOURS SECURITY<br>PEACEFUL AREA <br><br>DETAILS<br>=========<br>Freehold / Individual Title<br>Built up : 1733sf<br>Land area : 1600sf<br>Bedrooms : 4<br>Bathrooms : 3<br>Furnishing : Partly Furnished<br>Car park : 2<br>Air- Conditioners<br>Individual Title<br>Gated & Guarded<br><br>==========<br>FACILITIES<br>==========<br>24 HOURS SECURITY<br>SWIMMING POOL<br>BALCONY<br>PLAYGROUND<br>BBQ AREA<br><br>FOR VIEWING & APPOINTMENT PLEASE CALL OR WS :<br><br>☎️📞📱☎️📞📱☎️📞📱☎️📞📱<br><br>FoLLOw MyPRoperTy SToRy🥰 click Link Below🎯 C U!!<br><br>www.tiktok.com/@samwasabi1<br><br>https://www.facebook.com/samjamalJ<br><br>Sam JamaL<br>0182892380<br>0182892380<br>0182892380<br><br>sam.landsworth@gmail.com<br>REN 46524",Kuala Lumpur,Taman Melawati,2025-04-15 19:25,2025-04-16,110850946,,
"RM 1,550 per month","Apartment / Condominium, For rent",Condominium,3,2,800 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Playground, Gymnasium, Jogging Track, Sauna, Security, Minimart, Multipurpose hall, Parking, Barbeque area","Air-Cond, Cooking Allowed","Jalan Sentul Pasar, Sentul Pasar, Sentul, Kuala Lumpur","FOR RENT 📣📣📣<br>SKY AWANI RESIDENCE SENTUL, KUALA LUMPUR<br>SEBELAH MAXIM CITYLIGHT.<br>============================<br>Rental Price RM1,550 monthly<br>MORE INFO 🔽 🔽 🔽 <br>Contact : Sam Jamal | 018-2892380<br>www.wasap.my/60182892380/SKYAwani1RM1,550<br>================================<br><br>DETAILS<br>=========<br>-Blok B, Tingkat 9, mengadap Batu Caves di Tingkat 6<br>-800 sqft <br>-1x parking kereta, 1x parking motor<br>-3 bilik Tidur<br>-2 bilik air <br>-2 wardrobe di Master Bedroom & bilik tengah  <br>-Aircond pada bilik Master Bedroom + wardrobe di living room.<br>-Pintu Utama, Yard, living hall tingkap dan tingkap bilik air ada grill.<br>-tempat gantung langsir Ruang Tamu dan Blinds bilik siap pasang<br>-Kitchen cabinet <br><br>Building Facilities<br>============<br>1. 24 hours 3-tier security & CCTV <br>2. Swimming pool, BBQ area, Event Space<br>3. Gym<br>4. 3 Playground<br>5. Clinic<br>6. Well managed unit<br>7. Mamak<br>8. Bola keranjang court<br>9. Badminton/pickle ball court<br>10. Surau, ustazah mendidik dan mengajar anak2 mengaji<br>11. Bus Stop kat bawah Residence<br>12. Dikelilingi kedai2, Convenience store sepperti restoran KFC, kk mart, Speedmart, 7 eleven, Pizza Hut Domimos', McDonald, klinik, Kumon Tuisyen eng/bm/math, petrol station dan banyak lagi<br><br>FOR VIEWING & APPOINTMENT PLEASE CALL OR WS :<br><br>☎️📞📱☎️📞📱☎️📞📱☎️📞📱<br>www.wasap.my/60182892380/SKYAwani1RM1,550<br><br>FoLLOw MyPRoperTy SToRy🥰 click Link Below🎯 C U!!<br><br>www.tiktok.com/@samwasabi1<br><br>https://www.facebook.com/samjamalJ<br><br>Sam JamaL<br>0182892380<br>0182892380<br>0182892380<br><br>sam.landsworth@gmail.com<br>REN 46524",Kuala Lumpur,Sentul,2025-04-15 19:24,2025-04-16,110802877,,
"RM 1,600 per month","House, For rent",2-storey Terraced House,4,3,1635 sq.ft.,Partially Furnished,"Parking, Security, Playground, Jogging Track","Cooking Allowed, Washing Machine",,"Meranti Hillpark Bandar Hillpark Puncak Alam for rent <br><br>===================<br>Rental price RM1,600 nett <br>===================<br><br>Details:<br>- Double Storey Terrace (Intermediate)<br>- Landsize 20’ x 70’<br>- Build up size 1,563 sqft<br>- 4 bedroom / 3 bathroom<br>- partly furnished <br>Sofa <br>Dining sets <br>Fridge <br>Washing machine <br>Queen divan <br>Lighting and fan <br><br>Facilities:<br> - Children playground<br> - 24 hours gated and guarded<br> - Single entry and exit point<br> - lush greenery<br><br>Amenities:<br> - Bandar Saujana Utama, Sg Buloh<br> - Central Mart, Econsave<br> - UITM Puncak Alam<br> - McD Puncak Alam,KFC Saujana Utama<br> - Shoplot & Restaurants<br><br>Accessibility:<br> - Guthrie Highway<br> - DASH Highway<br> - LATAR Highway<br> - NKVE<br><br>Pls contact Alex 012-3633498 for viewing arrangement",Selangor,Puncak Alam,2025-04-15 19:25,2025-04-16,110321629,,
"RM 2,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,1093 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Multipurpose hall, Barbeque area, Security, Swimming Pool, Parking, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine","Jalan Goh Hock Huat, Kawasan 18, Klang, Selangor",*Uptown Bekerly*<br>Klang <br>Block B<br><br>Size: 1093 sqft <br>Rooms: 3<br>Toilet: 2<br>Carpark: 1<br><br>Rental RM: 2200 + Rm100 if add another parking <br><br>Aircond - ✅ <br>Water heater - ✅<br>Bed - ✅<br>Cupboard - ✅<br>Sofa - ✅<br>Dining table - ✅<br>Fan -  ✅<br>Curtain - ✅<br>Fridge - ✅<br>Washing machine - ✅<br>Kitchen cabinet - ✅<br>TV  - ✅<br><br>Facility <br>Gym<br>Pool<br>Security <br>Surau<br>Playground <br><br>1 month advance rental <br>2 months deposit ( Refundable )<br>0.5 month utility deposit ( Refundable )<br><br>Owners are welcome to list,Selangor,Klang,2025-04-15 19:25,2025-04-16,110851124,,
"RM 2,400 per month","Apartment / Condominium, For rent",Condominium,3,2,1065 sq.ft.,Fully Furnished,"Parking, Playground, Lift, Security, Minimart, Swimming Pool, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine","Jalan Lestari, Kampung Padang Tembak, Keramat, Kuala Lumpur","FOR RENT 📣📣📣 <br>PLATINUM SPLENDOR, JALAN PADANG TEMBAK, KERAMAT, KUALA LUMPUR<br>FULLY FURNISHED 🔥FACING SWIMMING POOL <br>Low Level 6<br>============================<br>RENTAL  PRICE RM 2,500<br>Contact : Sam Jamal | 018-2892380<br>www.wasap.my/60182892380/SpLendorRM2.5kFFLEVEL6FACINGPOOL<br>============================<br><br>DETAILS<br>=========<br>FULLY FURNISHED<br>1065sf <br>3 +1 BiLik  <br>2 BiLiK Air<br> 1 CarPark<br><br>FACILITIES<br>==========<br>Clubhouse <br>Swimming / Wading Pool<br>Wading pool<br>BBQ / Observation deck<br>Jogging track<br>Children playground<br>Pool terrace<br>Gymnasium<br>Games/ Function room<br><br>FOR VIEWING & APPOINTMENT PLEASE CALL<br><br>☎️📞📱☎️📞📱☎️📞📱☎️📞📱<br>www.wasap.my/60182892380/SpLendorRM2.5kFFLEVEL6FACINGPOOL<br><br>FoLLOw MyPRoperTy SToRy🥰 click Link Below🎯 C U!!<br><br>www.tiktok.com/@samjproperties<br> www.tiktok.com/@samwasabi1<br><br>https://www.facebook.com/samjamalJ<br><br>Sam Jamal <br>0182892380<br>0182892380<br>0182892380<br>TEAM MANAGER<br>sam.landsworth@gmail.com",Kuala Lumpur,Keramat,2025-04-15 19:18,2025-04-16,110805147,,
"RM 1,900 per month","Apartment / Condominium, For rent",Condominium,3,2,1230 sq.ft.,Fully Furnished,"Security, Swimming Pool, Sauna, Parking, Gymnasium, Playground, Jogging Track, Lift","Air-Cond, Cooking Allowed","Cangkat Bukit Belah 2, Teluk Kumbar Heights, Bayan Lepas, Penang","Project Name : Platinum III @ Teluk Kumbar<br>Category : Condominium<br><br>Build up          : 1,230 sqft<br>Bedroom        : 3+1<br>Bathroom       : 2<br>Carpark          : 2<br>Condition       : Fully Furnishied Fully Renovated <br>Facing             : Hill & Sea View  <br>Tenure            : Freehold<br>Remark           : Master Bedroom with Balcony <br><br>Rent : RM1,900<br><br>YOUR ONE STOP PROPERTY SERVICE - ACCESS TO MOST OF THE MARKET PROPERTY<br>一站式服务让你无忧虑 - 拥有市场上大多数的房地产让你选择<br><br>No fishing & Real advertisement / 只打真实单位和广告<br>Viewing anytime with few hours appointment earlier / 可以提早安排看屋<br>Different units available on hand/ 多种单位选<br><br>For more info, kindly contact Jun 0104684963<br>预知更多详情，请联络 Jun 陈樑骏 0104684963<br>OR<br><br>https://wa.me/60104684963",Penang,Bayan Lepas,2025-04-15 19:20,2025-04-16,110718738,,
"RM 1,100 per month","House, For rent",1-storey Terraced House,3,2,1650 sq.ft.,Fully Furnished,Playground,"Air-Cond, Cooking Allowed",,"Lokasi rumah di Taman Kenanga, Seksyen 1, Lorong Pandan Melaka.<br>- Rumah Teres setingkat 3 bilik ( Corner Lot ) sebelah tapak permainan dan Sekolah Agama Melaka.<br>- Size 22' X 75' = 1,650 kaki persegi<br>- Berhampiran Bandar Melaka ( 2 km sahaja ), akses mudah ke semua tempat di Melaka.<br>- Suasana kawasan tenteram, lengkap dengan kemudahan dan keperluan asas di persekitaran kawasan.<br><br>Kelengkapan Fully Furnished:<br>- Bilik tidur utama - 1 Set katil queen, Aircond dan kipas siling<br>- Bilik tidur kedua - 2 set katil single, Aircond dan kipas siling<br>- Bilik tidur ketiga - 1 set katil single, kipas siling<br><br>Ruang Tamu:<br>- Set Sofa<br>- Set Meja Makan 6 kerusi<br>- TV LCD dengan Saluran Astro NJOI<br>- Kipas Siling<br>-Air Cond 1.5 HP<br><br>Ruang Dapur:<br>- Dapur Masak dan tong gas<br>- Peti Sejuk, <br><br>Bilik Air:<br>- Satu bilik tandas<br>- Satu bilik mandi ( Siap Shower Water Heater )<br><br>Kadar Sewa:<br>- RM1,100 sebulan (Boleh Nego sikit)<br>- Bayaran Deposit 1 bulan sewa RM1,100 + Deposit Api & Air RM400<br><br>- Priority kepada keluarga kecil atau pelajar Kolej/University, maksimum 5 orang <br>(Muslim ).<br>- Sedia untuk disewakan pada bulan APRIL / MEI 2025<br><br>Sekiranya berminat sila Whatsaps Owner:<br>Mumfahir 019-3557731",Melaka,Melaka Tengah,2025-04-15 19:11,2025-04-16,110850896,,
"RM 2,000 per month","Apartment / Condominium, For rent",Condominium,1,1,440 sq.ft.,Fully Furnished,"Playground, Tennis Court, Parking, Security, Lift, Multipurpose hall, Swimming Pool, Gymnasium, Barbeque area",,"Persiaran Danga Perdana, Danga Bay, Johor Bahru, Johor",For Rent C913<br>Country Garden @ Amberside<br>Danga Bay / Ciq / Jbtown<br>1 Bedroom 1 Bathroom<br>Fully Furnished<br>1 Parking Lot<br><br><br>Rental : Rm2000<br><br>欢迎各位屋主/买家/租客委托出租/出售房产<br>𝐎𝐰𝐧𝐞𝐫/𝐁𝐮𝐲𝐞𝐫/𝐓𝐞𝐧𝐚𝐧𝐭 𝐥𝐢𝐬𝐭𝐢𝐧𝐠 𝐚𝐫𝐞 𝐖𝐞𝐥𝐜𝐨𝐦𝐞<br>#Gplex_Belief_Team<br>Please call Tom <br>Whatsapp: https://wa.me/60129419543<br>Whatsapp: https://wa.me/60129419543<br>Whatsapp: https://wa.me/60129419543,Johor,Johor Bahru,2025-04-15 19:10,2025-04-16,110850697,1.4699898,103.7247965
